"class","Alcohol","Malic_acid","Ash","Alcalinity_of_ash","Magnesium","Total_phenols","Flavanoids","Nonflavanoid_phenols","Proanthocyanins","Color_intensity","Hue","Od_Hod_of_diluted_wines","Proline"
2,14.382209,3.963438,2.334596,26.719466,83.532177,2.703422,1.916211,0.430118,0.95742,4.857984,1.100866,3.01744,532.054054
3,12.342893,1.476243,2.35164,18.663362,123.073747,1.249359,1.154583,0.192231,1.067272,5.823332,0.641236,1.347182,535.995848
1,12.715151,1.019004,2.7184,13.929171,91.299325,2.567369,2.426868,0.20528,2.708852,4.191362,1.058754,3.553609,970.73798
2,12.330376,4.836387,2.782567,23.579775,109.396304,1.426152,1.081005,0.267993,1.420692,3.293337,1.121732,2.746784,461.473233
2,11.718816,1.513985,1.694516,21.743802,84.282037,2.61803,2.631373,0.346832,1.942009,1.736904,1.009542,3.753521,357.077402
2,12.948224,1.512744,1.743262,16.304222,83.001003,2.844568,3.1652,0.412498,1.932108,1.869767,1.033394,3.486869,356.445307
2,12.642687,1.477988,2.246219,17.367868,80.814657,2.865488,1.546775,0.413054,0.928782,2.586929,0.953127,3.133438,299.806043
2,13.752387,3.560755,2.485998,25.111573,89.290805,1.806342,1.911728,0.17813,1.913521,1.955177,0.742411,2.250774,436.467066
3,13.502136,2.703472,2.554268,19.5814,103.131502,1.560864,0.613053,0.426666,1.759994,4.512068,0.668097,1.723688,937.818514
1,13.670416,4.025449,2.593576,15.918955,91.683922,2.849397,2.705732,0.393862,1.783472,6.177429,0.887305,3.297514,1258.943338
2,11.687379,1.392459,2.567854,15.261216,101.180519,2.813667,2.083772,0.635874,1.609256,2.868271,1.059108,3.059979,389.065401
1,13.410951,1.080406,2.257987,16.518118,123.81971,2.292903,2.185522,0.18776,2.470136,3.956993,0.955456,1.481379,817.302909
2,13.478006,1.553927,2.447673,19.290986,106.204349,1.40364,0.942134,0.450264,0.791999,10.007159,0.934159,2.721504,965.454114
3,13.593265,1.067911,2.642979,23.856429,90.432423,1.858894,1.027492,0.403835,1.164055,9.421428,0.564342,3.628965,652.054651
2,13.722049,1.635477,1.926321,21.037709,110.522005,2.175449,2.136833,0.313157,1.976551,3.341027,0.883046,3.686312,933.135236
1,14.072094,1.941294,2.684717,22.458053,95.970252,3.057808,3.017727,0.228559,1.48453,3.125423,1.06653,2.790841,780.895078
3,13.194875,2.637846,2.544544,21.277684,90.617534,1.909942,0.755422,0.518037,1.613805,7.088435,0.655124,1.948806,677.36648
3,12.997195,2.960756,2.377293,19.001085,97.112182,1.612211,0.899861,0.55623,1.247784,8.250251,0.675825,1.386808,988.201755
3,14.098091,1.063103,2.538989,18.123896,90.341355,1.382329,1.99011,0.528496,1.335613,7.282443,0.816374,2.217759,626.601268
2,12.442031,4.999161,2.67632,24.366358,81.749814,2.624234,0.573011,0.281221,1.528886,3.323463,0.504,3.106634,474.188164
1,13.911267,1.569165,2.521276,19.285479,87.30747,2.450451,2.791165,0.270707,2.699905,5.812299,1.085255,3.380589,1204.833697
3,11.961983,2.996894,2.396302,20.006643,109.55736,1.695752,1.721418,0.62347,1.419885,7.97573,0.644227,2.404513,757.938468
3,14.107443,2.362238,2.329995,19.694694,93.789662,2.315024,0.528793,0.479434,1.852733,8.304165,0.782522,2.085379,516.234188
1,13.506764,2.869296,2.267315,14.981359,108.608008,2.582953,3.130792,0.446841,2.760511,4.961958,1.053113,3.468994,933.808099
2,13.126101,1.461183,1.72575,21.791474,87.027308,1.941551,1.282382,0.335075,0.928317,2.856686,1.216222,2.440902,495.048443
1,13.984761,1.919621,2.510737,14.711355,99.381866,3.211676,3.886363,0.348617,1.879285,4.871443,0.545069,2.770093,1169.895966
3,12.936229,3.835127,2.371442,19.17038,96.889054,1.664987,0.778313,0.506095,1.54628,5.268565,0.669331,2.466241,1050.761215
1,13.751119,4.696774,1.698743,20.11631,97.244084,2.793567,0.743728,0.533727,0.881942,4.065356,1.057893,2.711114,998.007804
1,13.973283,1.777502,2.275253,21.778074,101.647693,2.544858,0.580284,0.443044,1.20348,3.525769,1.268885,2.727613,1514.457968
3,13.643433,3.837284,2.389333,21.123609,142.542373,1.36955,0.507814,0.584597,1.617306,4.241845,0.539716,1.545405,530.663806
1,14.175655,2.02153,2.370076,19.264588,98.613149,3.040818,2.000776,0.178871,1.500593,4.301685,1.123596,2.689878,1653.871249
3,13.685104,2.681103,2.07562,12.891548,104.92723,2.507204,3.655005,0.380125,1.373326,3.364592,0.899149,1.510384,725.636318
2,12.345338,1.311876,2.311142,26.018415,89.870731,2.33084,1.78608,0.357304,1.045911,10.210546,0.938296,2.700771,516.088796
2,11.885444,1.519559,2.566507,21.053996,89.341335,2.544127,1.870032,0.325752,1.264124,4.455129,1.037047,2.540442,471.502658
1,12.362454,1.888845,1.756839,14.081536,101.895853,2.055018,0.683976,0.435479,2.444492,4.636411,1.085188,2.859003,1212.69918
1,14.045644,1.699091,2.246025,14.232744,124.46318,2.632868,3.616321,0.232321,2.156545,8.003104,0.978034,3.003158,958.81003
2,12.489086,1.61898,2.456748,19.563754,78.136195,1.375325,1.253996,0.493871,1.402993,2.352278,1.166367,3.615951,559.40145
1,14.261899,1.798012,2.717123,16.916868,132.910026,2.677962,1.978473,0.525511,1.947007,5.333402,1.088202,3.594219,981.429802
3,13.038285,3.709045,2.325793,17.424335,82.270926,1.678131,1.398925,0.275739,0.982373,8.605065,0.671564,1.436978,640.343478
2,12.686034,3.164095,2.625686,22.029415,90.681496,1.435203,1.417078,0.325406,1.158131,2.781664,0.805269,3.0948,528.122047
2,12.558979,1.672801,2.230653,20.825459,117.340554,2.629976,2.763659,0.222063,1.736318,4.463567,1.247045,3.874421,414.423234
3,13.033859,2.497932,2.26133,23.368113,98.574159,1.936662,0.595584,0.514924,0.839771,10.329255,0.896096,1.470937,625.73365
2,12.550475,2.879036,2.286887,25.459399,89.278353,3.415697,2.419144,0.300477,1.965228,2.270534,0.767894,1.881769,335.489609
1,14.010196,1.998013,2.239584,17.552051,104.072036,2.212431,2.202186,0.268554,2.55882,5.653072,0.93561,2.852235,1435.032835
1,13.546658,1.838212,2.510853,17.766663,101.550638,2.112594,2.038843,0.419389,1.713895,5.426396,1.005656,2.724234,1362.0307
2,12.230264,1.646195,3.007377,27.674213,86.035058,1.899732,1.749691,0.334651,1.432398,2.039494,0.910993,2.144172,483.623583
1,13.616444,2.043821,2.79157,24.508437,95.786993,2.793638,3.718269,0.268246,1.841528,4.891797,1.132623,3.289604,1091.250404
2,12.47976,2.383181,2.401357,20.840905,78.224119,1.786717,1.504824,0.282497,1.100609,1.822479,1.206205,3.094708,512.857155
3,13.029089,0.965283,2.24526,18.2043,120.447405,3.24907,0.825325,0.488518,1.567314,7.482611,1.342496,1.538379,908.585048
1,14.203987,1.712792,2.283384,16.157888,100.14291,2.546854,2.764028,0.197644,1.923951,6.030329,1.028156,3.622004,804.169796
3,13.58778,2.704109,2.956587,27.088099,107.101903,1.700282,2.8711,0.417342,2.066596,4.57978,0.886081,2.114808,518.194059
3,12.958206,3.244398,2.203103,17.292432,85.177564,1.759238,0.499485,0.589216,0.722149,6.827357,0.565893,1.701204,692.325777
2,12.153423,3.687909,2.349758,20.93883,92.611861,1.749561,1.582049,0.525281,1.276516,2.688677,1.383801,2.222279,451.35587
1,13.911199,0.644275,2.38763,14.87459,98.936742,2.772785,4.127351,0.172807,2.269382,7.511899,1.063888,2.821858,1274.445009
3,13.123457,2.600893,2.663677,21.954655,88.209166,2.493035,2.400033,0.263829,1.281038,3.861244,0.68023,1.499294,490.277141
2,12.523987,0.715291,2.37094,19.080771,79.198458,2.685612,2.359112,0.352392,2.58124,4.015875,1.306219,1.625199,362.118314
2,12.365712,1.21335,2.394943,19.895665,83.571009,2.367449,1.983804,0.604768,1.013632,6.174161,0.988762,3.025396,668.226953
3,11.787367,3.082256,2.546217,19.087564,89.91914,1.189501,2.250839,0.215673,0.633895,4.899807,0.752098,1.718236,540.289795
3,13.620638,2.273424,2.48811,21.933457,114.215608,1.429235,0.911068,0.291692,1.518115,8.733796,0.487947,1.586546,657.4091
1,13.060626,2.418976,2.316197,17.360402,110.535615,2.668314,3.481406,0.201835,2.535194,6.032977,1.069209,2.750702,1135.792638
2,12.685913,1.791022,2.291992,17.503505,117.026683,2.518843,2.887969,0.273782,1.837818,3.496922,1.093055,2.326416,683.700239
1,11.769091,1.929764,2.830659,18.527195,92.618638,2.493523,2.967647,0.517128,1.298616,6.492329,1.334141,3.103596,1069.229179
3,13.554685,4.160653,2.389709,21.361319,107.016742,1.787502,0.525471,0.504607,1.436625,5.806743,0.703233,2.444739,528.93294
1,13.485051,1.579901,2.232452,21.818377,121.59993,2.392285,2.590193,0.31661,1.649168,5.995549,1.172942,2.910706,1186.396457
1,14.190365,2.032637,2.770152,21.505084,103.698446,2.275537,2.77489,0.272668,1.741545,4.617845,0.788162,3.522372,1018.834445
3,13.735825,2.98573,2.139659,24.784788,119.53036,2.608202,2.859479,0.327922,1.760726,5.703973,0.628008,1.472534,947.730907
3,12.964881,4.213474,2.198339,19.197706,136.783203,1.443721,0.609323,0.339535,0.832909,4.103431,0.556448,1.240997,898.966043
3,13.076285,3.27872,2.210345,19.366004,78.460653,1.852395,0.831354,0.58111,2.562721,5.094736,1.007378,2.777825,665.756014
1,13.957424,3.263963,2.917087,21.048879,112.076338,2.72783,2.761201,0.332366,1.287827,4.639298,1.201419,2.76537,891.571624
3,13.160491,4.126966,2.392993,26.023128,78.117697,2.371688,1.528497,0.272557,0.970428,8.995836,0.918364,2.887329,390.170249
3,13.443641,4.910642,2.274813,21.468588,89.442525,1.352304,1.217713,0.150931,1.595369,11.118884,0.779642,2.560478,566.895922
2,11.856124,1.604044,2.408468,22.050707,101.915165,2.30261,2.085038,0.451268,1.455569,1.610896,1.007058,2.168411,381.511634
1,13.99463,2.045429,2.427264,14.428554,110.661466,2.813539,3.148559,0.277283,2.424049,9.575921,1.032054,2.858906,1324.051896
2,11.722738,5.339025,2.433646,19.961861,79.898825,2.292396,1.912424,0.551539,1.426596,2.672054,0.973661,2.129715,499.057685
2,12.310415,2.073165,2.751064,25.161815,92.051121,1.938024,1.143476,0.305644,1.541596,3.058401,0.977595,3.319558,344.795549
1,13.598147,1.682019,2.300815,15.345104,109.856763,3.367542,2.914779,0.363168,2.518238,6.632155,1.09155,2.729175,1134.118805
3,12.005607,4.41351,2.35575,19.564614,104.637315,1.971842,1.434106,0.504981,1.254196,5.553351,0.699854,1.55128,519.574101
3,12.564414,4.722755,2.449115,14.82022,97.740135,1.823201,2.520526,0.276728,2.284346,7.795286,1.391565,1.517271,737.09065
1,14.005788,1.640366,2.477219,16.946083,89.677019,3.131261,3.760433,0.224511,1.803515,6.12872,1.020482,3.007255,1306.600478
2,13.1405,1.647996,2.231824,25.272132,81.25438,1.964169,1.600956,0.519766,0.755177,3.030909,0.855505,1.390196,595.432097
2,11.949421,0.927439,2.481712,23.034816,77.268412,2.690637,2.942234,0.450948,1.857351,2.591247,1.407331,1.495304,473.423769
1,13.960349,1.578745,2.401348,12.9282,98.191332,3.633276,3.495152,0.285384,2.154801,4.719645,1.078134,3.455789,994.913352
1,13.34493,1.795206,2.540428,17.381437,88.518246,2.963452,3.597638,0.318577,2.951614,2.814841,1.102227,3.257606,1141.397189
3,13.956961,1.813315,2.325316,14.026361,89.612284,2.822671,2.749316,0.344663,1.381833,2.322323,1.10404,2.571105,1302.254514
1,14.298033,1.659054,3.025771,27.435334,107.750595,2.817095,2.289675,0.25901,1.627447,6.253184,1.079838,2.717175,1391.061396
2,12.632598,1.962116,2.559198,19.929239,90.012018,2.767189,2.359383,0.408678,1.394836,2.338457,0.945605,3.229822,407.315288
1,13.435857,3.576658,2.355442,16.523461,136.328883,2.618433,2.580734,0.425515,1.883782,4.46236,0.849244,2.6219,1490.912582
3,13.03826,1.372624,2.248995,27.086821,81.469223,1.669132,0.875262,0.345598,1.236404,5.474567,0.874084,1.55689,617.315344
2,13.203967,1.646994,2.576219,21.046289,89.97486,1.86595,1.342466,0.698967,1.979593,3.159702,1.090649,2.135102,540.160712
3,13.351822,3.99498,2.374706,20.024171,99.335201,1.588933,1.177404,0.461032,1.228306,5.057321,0.677761,1.87153,529.70977
2,12.207332,4.906768,2.272422,21.259312,86.526483,2.236196,2.206933,0.401106,0.573828,5.377222,0.885101,3.223591,549.785484
3,14.349918,3.799837,2.394544,24.96389,113.991254,1.854035,0.615241,0.502751,1.068878,3.647705,0.614115,1.341985,673.506992
2,12.057672,2.91469,2.138716,16.253074,109.618437,1.218621,2.216478,0.249397,1.462822,7.669847,1.192101,3.421463,536.648049
2,12.403259,0.985678,2.255337,20.229149,85.790963,2.415492,2.214793,0.266064,0.905617,5.064259,1.041122,2.493781,708.995114
2,12.836556,1.012208,2.501882,20.972568,96.289966,3.393239,3.020942,0.552318,2.130641,6.890171,1.339819,3.471213,885.335662
3,13.578586,2.451148,2.506102,17.686626,91.77557,1.831049,2.006057,0.508166,2.19615,7.564087,0.557543,2.482824,610.670764
1,13.995103,5.256431,2.256831,16.399428,102.162719,2.71191,2.560099,0.240553,1.860552,7.70521,0.989073,3.257013,624.559447
2,13.410994,1.033786,2.884908,13.244064,101.080064,2.983613,0.486584,0.443709,1.572537,3.438545,0.683374,2.917678,987.930928
1,13.783431,1.895651,2.439922,14.159029,97.417598,2.752706,2.811401,0.330272,1.446044,10.212025,1.142024,3.534967,1109.002648
1,14.196795,1.922564,2.532148,17.109468,89.221335,2.761126,2.749022,0.259686,2.086507,4.900582,0.639568,2.810899,1153.113674
1,13.263384,1.749021,1.983476,15.216375,109.500026,2.732534,2.986392,0.215295,3.03117,4.970636,1.120123,2.804134,839.814441
2,12.320309,3.6964,2.255718,20.510752,91.511822,2.419071,1.671306,0.329026,1.374682,2.828677,1.274397,3.177714,403.474007
2,11.789886,1.363854,3.080045,14.595904,110.169425,1.561921,2.208499,0.289148,1.877041,2.840954,0.859508,2.502084,572.961908
2,13.149073,3.587115,2.536124,21.1938,90.401754,2.89886,0.48407,0.53564,0.784999,2.369453,1.13798,2.828606,366.750397
3,12.172843,1.843229,2.272743,17.633867,103.758139,2.058156,0.574977,0.428359,0.833679,7.700405,0.848695,1.473565,703.964932
1,13.391529,1.884576,2.112706,19.867033,132.333869,2.685726,2.717058,0.472688,1.445521,5.15891,1.040503,3.593679,1244.412935
1,14.034305,1.646091,2.565866,21.48666,100.347021,3.035098,3.523614,0.296566,1.801276,12.623163,1.131158,3.403309,1703.589189
2,12.388154,2.430002,1.894205,25.411801,107.385563,2.34019,2.910343,0.268222,1.538286,3.379029,1.335147,1.443014,858.808365
2,13.3094,5.014758,2.59023,20.60774,96.813971,1.40085,1.805447,0.280875,0.88541,1.616058,1.441632,2.725587,649.866264
1,14.025873,2.835332,2.222017,14.300451,109.344405,2.541489,2.680988,0.227044,1.926728,5.725461,1.287698,3.575941,1062.59412
1,13.973587,1.798726,2.561822,17.885053,119.70845,2.408757,2.461319,0.305527,1.289473,6.696956,1.109411,2.944695,1395.518828
2,12.682453,3.218026,1.981384,13.892173,86.787249,2.617064,3.313704,0.394973,2.38353,3.169882,1.129216,2.693426,399.436169
3,13.184241,1.884963,2.206945,19.699722,86.440963,1.859243,0.627539,0.310942,0.859227,8.514151,0.967428,2.193952,570.034416
3,12.73081,2.691977,2.846677,26.930823,90.955746,1.839958,1.981978,0.50973,2.278055,6.3613,0.667544,1.525502,574.879589
2,12.170857,1.106183,2.369933,19.736326,98.39763,2.12607,2.547948,0.306017,1.582493,3.776405,1.051341,1.943806,648.129461
3,13.673552,2.819792,2.79064,21.772252,89.582121,1.778582,0.719456,0.649191,1.641896,4.635225,0.768407,1.32344,598.763516
2,11.961572,0.644048,1.827536,19.285982,87.707707,2.24121,0.492879,0.260339,1.230406,3.69782,1.073097,2.915301,512.71743
2,12.421557,1.650067,2.87106,24.313662,82.709399,1.288831,0.53257,0.260837,1.323486,7.461359,1.116841,1.89498,417.490737
2,11.868978,1.240167,2.753488,15.952252,86.237954,1.87437,2.056572,0.295929,1.172008,1.804019,1.315892,2.22977,344.889406
2,11.444418,1.634553,2.407914,19.636035,86.67361,1.261069,1.152906,0.562206,1.610387,5.019745,1.422843,3.471709,403.515675
2,12.528489,1.678606,2.230411,21.027318,102.989773,1.863938,3.093465,0.261573,1.789655,3.775493,0.741421,2.117225,761.124709
2,12.459513,4.999383,2.020995,20.661061,87.558033,1.93268,2.220514,0.292248,0.667321,1.961272,1.336878,2.314687,397.462337
3,13.266963,3.980228,2.258237,18.604478,88.287528,1.744094,1.21327,0.289504,0.86898,4.535343,0.864718,2.352824,545.158684
1,11.720507,1.647656,2.901019,21.556121,103.027239,1.922174,2.902586,0.257646,1.870215,3.709876,0.610371,2.320531,505.799845
1,13.854473,1.617823,2.607374,17.236859,89.543733,3.073231,3.282926,0.231146,2.239912,6.147242,1.344431,2.8503,1087.139564
1,13.910656,1.862847,2.501263,17.310247,96.730664,2.645948,2.662683,0.527491,1.219089,5.700045,0.636859,2.781904,1218.138627
1,13.173124,1.967612,2.396607,13.455766,103.535394,3.040278,3.894073,0.53349,1.997875,4.577578,0.977445,2.706371,1202.224465
3,13.390187,2.722849,2.189157,18.591001,91.169155,2.769396,1.12168,0.284205,2.338372,9.802127,0.668158,1.682552,633.960904
1,13.937276,1.923081,2.429296,15.597998,114.059952,2.331967,2.823463,0.435761,1.881752,9.999598,1.071739,3.545618,1354.533409
3,12.622522,1.580733,2.256928,21.122614,93.316694,1.26241,3.43015,0.496086,1.067771,3.458302,0.603944,2.19025,697.817401
2,13.176927,2.692775,2.847793,19.716984,98.257089,2.111238,2.284168,0.432904,1.884426,2.658139,1.217637,2.618113,399.030195
2,13.003165,1.501652,1.988588,21.560787,84.340834,1.439089,1.788609,0.315844,1.506661,2.35833,0.973524,2.716457,436.05715
3,12.270245,2.829658,2.257354,22.177371,106.914822,3.273963,3.232212,0.518572,2.302972,5.460401,1.06004,1.93935,523.826739
1,13.901021,2.018401,2.73462,15.101404,122.674509,2.560758,2.599044,0.283875,1.591588,3.332349,0.99503,3.694679,1027.119962
3,12.014362,2.248106,2.564363,23.854436,98.96595,1.892895,1.365599,0.531197,0.684147,8.178747,0.829998,3.025092,621.854513
3,13.549885,4.286326,2.545836,23.188217,100.87397,2.693238,2.129776,0.504763,1.582845,9.921982,0.598488,1.562706,1053.588838
1,12.710308,1.832499,2.628855,27.399332,112.749247,2.714179,3.684811,0.401852,3.060839,5.994911,0.764742,2.346607,1083.071474
1,14.438325,1.660601,2.520171,14.199735,108.970486,1.656743,0.59756,0.569026,1.231133,5.754308,1.086585,3.629018,1543.62468
3,12.9928,4.58231,2.322743,16.958529,107.957766,1.356565,1.426578,0.268428,0.554641,5.536037,0.629595,1.616332,677.069272
2,12.418804,1.418244,2.675214,23.629975,89.292565,1.896284,2.248686,0.455456,1.537474,3.82913,0.842643,2.875098,442.98066
3,12.681667,4.289404,1.790951,17.82228,79.275126,1.892185,0.593912,0.349299,0.950843,9.635075,0.645516,1.730772,663.956373
2,11.563581,3.778882,2.800296,18.126079,87.103835,3.059223,2.387037,0.352885,0.55341,4.779492,1.05864,2.434405,549.016342
1,13.607164,1.550006,2.24276,14.589295,133.557683,2.004719,0.722825,0.285064,1.621122,6.829371,1.043842,2.778652,1337.776069
1,12.991252,1.789157,1.696532,15.706889,99.929181,2.766622,2.672613,0.275586,2.092169,10.443425,0.83719,3.194262,941.719741
1,14.802882,1.734803,2.568106,17.312149,90.823118,3.640498,2.638961,0.500462,1.199892,4.691832,1.26417,3.798542,1273.473837
1,12.53002,1.725628,1.809476,17.172119,105.133086,2.20202,2.664426,0.576057,2.715302,5.549559,1.065243,2.958527,1222.219022
2,12.660118,1.223158,2.257272,21.707551,90.626811,1.885156,2.169306,0.374271,1.421624,3.81528,0.56472,2.133741,374.514238
3,13.281796,2.677053,2.240483,21.371988,112.675695,1.44827,0.691485,0.356309,2.015421,9.531552,0.59402,1.513381,859.151411
3,13.347796,3.444478,2.379928,17.335039,107.006805,1.6251,0.812273,0.454882,1.279984,8.385367,1.313647,1.578939,919.66314
1,14.184689,1.150243,2.278016,18.242889,99.021213,3.261175,3.29431,0.214168,2.968113,5.515639,1.081146,3.18883,1058.291673
2,12.649177,5.229504,2.520467,17.82475,156.119452,3.27465,2.696925,0.274642,3.04347,2.988617,0.824323,2.210985,506.503841
3,13.064419,4.773259,2.020625,25.608726,99.812838,1.344333,2.905973,0.274542,1.97453,5.233421,0.823173,1.823554,537.400207
2,12.553638,1.925059,2.268909,15.16187,93.09262,2.548534,2.12161,0.245826,0.763852,4.210399,1.113752,3.086851,715.166653
1,14.083496,3.901085,2.519749,23.913831,95.566434,2.782621,2.708949,0.27612,1.446313,5.977861,1.100658,3.407854,826.823455
1,14.003769,2.556909,2.282369,23.780895,98.657431,2.655966,2.912504,0.336972,1.42239,10.170886,0.885847,3.164064,1149.92148
1,13.21048,1.57369,2.322519,19.846202,114.316552,2.921026,2.692591,0.371432,1.63233,3.531854,1.071388,3.410156,876.701225
1,13.023343,1.12147,2.03257,21.056644,101.86274,2.555353,2.655802,0.398562,1.912322,4.069377,0.993996,3.016368,898.8282
3,14.023574,1.836403,2.926741,19.942808,83.424141,2.28379,2.66855,0.294283,1.703848,11.494574,0.660672,1.543014,348.33232
1,13.87948,1.009104,2.269858,25.324598,107.606539,2.494501,3.455932,0.391489,1.86906,4.880129,1.045143,2.743709,1058.959614
2,14.396066,1.787249,2.38616,19.405822,88.539611,1.854726,1.123447,0.452039,1.639646,2.737702,1.273147,2.791084,655.189014
2,12.029928,1.079243,1.989073,14.562117,80.638217,1.483478,1.654701,0.366631,1.430364,4.215781,1.184028,2.871976,551.086673
2,12.165703,1.600899,2.079624,18.280249,89.269756,2.816124,1.904855,0.258527,3.325375,2.766128,1.209553,3.420084,288.947956
3,13.326671,2.597473,2.916037,27.678687,86.683829,2.545682,2.74776,0.336741,1.766305,7.809848,0.566879,1.5447,374.808798
2,12.693764,1.921473,1.89566,21.660257,97.647227,2.391736,1.898018,0.442603,1.261481,10.110126,1.274631,3.045284,714.158478
1,12.556578,2.410822,2.072974,17.712249,119.263781,2.816489,2.950748,0.229096,1.483493,5.02876,1.489191,1.781045,1311.744805
2,12.343839,1.023714,2.750316,26.829034,81.487452,1.497694,3.175484,0.398287,1.884337,3.491053,1.296927,3.517583,340.5825
3,12.804834,1.648997,2.356396,17.142635,104.471212,2.752906,0.613785,0.562956,1.827468,4.335105,0.622764,1.523803,1396.60155
1,13.143902,1.810558,1.695487,17.398843,123.406886,3.327803,3.686567,0.2477,1.713814,3.409879,0.956667,3.663858,746.070435
2,12.730311,1.58882,2.246583,22.526432,82.402626,2.331513,2.19822,0.460137,1.60771,2.201276,0.622062,2.498794,425.432851
2,12.445245,1.490113,1.843426,24.870601,107.944495,1.943927,2.378504,0.229202,0.8517,8.772621,0.862785,2.745791,999.857267
2,12.819693,4.042332,2.713219,25.421486,86.629148,2.259285,1.272579,0.200216,1.865568,3.898758,0.990484,3.081816,350.10611
1,14.111221,1.606415,2.29208,26.688858,99.451998,2.673961,2.67993,0.32264,1.479312,5.024433,1.068341,2.732789,864.551194
1,12.977803,3.178745,2.395726,18.6131,98.259419,1.484542,1.920735,0.264463,0.571187,4.547703,0.743043,2.707187,738.397801
2,13.555832,1.066257,1.893477,21.275349,78.591543,2.173484,1.715058,0.621029,1.498752,3.442493,0.951438,2.743473,325.379177
3,11.833463,3.290046,2.235483,21.825598,100.75257,1.493527,0.535462,0.29771,1.268875,3.836953,0.763412,1.468188,886.553395
3,11.42836,3.053761,2.395837,18.177376,103.074847,1.251472,2.664901,0.400742,1.700113,7.202423,0.649696,1.614088,637.426528
3,12.343749,2.733882,2.390226,16.730949,84.81052,1.558487,2.366901,0.180471,2.551612,10.315865,0.661472,1.490278,652.035918
3,13.077204,1.668825,2.454702,21.200777,102.660565,1.977882,0.729756,0.518934,1.206631,10.210495,1.055064,1.495156,685.361075
3,14.569729,1.59316,2.310947,17.761727,109.485124,1.36012,0.798792,0.250633,1.463577,7.958073,0.881736,1.45679,737.767989
2,12.480586,1.262819,1.921506,19.529777,132.847537,1.33171,1.31566,0.422011,1.261918,1.896922,1.087985,1.584046,497.350328
2,13.923385,1.677549,2.207437,18.374752,119.825923,2.265536,2.151341,0.279391,1.864833,3.700613,0.829574,3.057831,911.887743
2,12.045533,1.048548,2.600277,19.355899,77.150393,2.077609,1.761204,0.31773,1.195109,4.003815,0.982786,3.448808,697.913676
3,13.62404,1.341557,2.593868,26.976147,113.358022,1.350755,0.680172,0.33578,1.345575,8.909915,0.821356,2.281181,627.976901
1,13.988056,1.7796,2.685521,20.169117,99.994937,2.660696,2.959257,0.259165,1.829961,3.603071,1.105513,3.185626,951.48147
2,11.773201,0.98761,2.298011,20.100912,78.247021,2.396317,2.599939,0.299228,0.820698,4.742236,1.11137,3.45979,530.770043
1,13.366101,1.638806,2.128642,18.526919,87.255823,3.236331,3.967058,0.252711,2.432362,5.115062,1.076737,2.715592,934.575049
1,14.029836,1.617284,2.263641,16.248305,97.640249,2.416742,2.84836,0.428413,1.835491,4.087654,1.096046,2.983827,1047.015625
1,12.927633,1.567559,2.658525,19.589125,102.36557,2.929544,2.938676,0.270651,1.41748,4.817632,0.988792,3.361201,930.127105
2,12.603769,1.720367,2.237264,23.64511,93.190279,3.097814,3.972712,0.209514,2.147971,2.632495,1.376396,2.813134,394.337609
2,12.052732,2.733418,2.378404,21.656559,82.117099,2.976335,2.615157,0.34033,1.757842,3.510215,0.943011,2.743006,365.286851
2,12.339558,1.825966,2.23067,16.878245,82.849003,1.372472,1.529018,0.271609,1.304283,2.231706,1.000432,3.096388,549.193627
1,12.561936,1.000023,2.206272,14.503408,96.749189,2.473675,2.162756,0.263575,1.601114,9.98836,1.117597,2.773851,1513.861298
2,12.558756,1.613412,2.223524,24.171196,81.569754,2.727716,3.335319,0.457169,1.836064,2.501314,1.477375,3.07563,430.181299
2,12.446145,1.796547,2.538537,19.091884,107.289724,1.641763,1.261545,0.42064,1.170971,2.892494,1.235616,2.837683,422.956088
2,11.965422,1.134688,2.08365,18.107053,92.997947,2.18666,1.206216,0.202981,3.129924,3.946241,1.065237,2.77076,691.227038
3,13.040545,2.421036,2.363998,20.558782,87.454318,1.980606,0.780246,0.442966,2.522024,4.700095,0.686971,1.690199,849.460676
3,12.961075,2.129522,2.572882,21.451081,90.461736,1.627913,1.547724,0.218666,0.921099,3.473127,0.888951,1.523005,661.238443
2,11.6859,1.285386,2.725467,23.264581,109.251534,1.878906,1.128057,0.129304,0.896873,4.719716,0.950228,2.173217,643.659076
1,13.680974,1.564614,1.970951,24.252421,102.668794,2.917436,3.575024,0.347043,2.084901,4.975618,1.075682,3.462739,870.330904
1,13.159728,1.567092,2.737322,18.269361,101.934422,2.282771,2.64283,0.328635,1.142882,4.874376,0.961151,3.569023,986.653547
3,13.140204,3.187602,2.311224,22.437188,99.732012,1.140991,1.536716,0.167835,0.905672,6.955175,0.828406,1.930601,673.266556
3,11.81219,5.193919,2.559871,21.108424,88.869177,1.529865,0.653405,0.57035,1.014465,9.210144,0.582426,1.604656,600.683272
1,14.20108,1.717252,2.525055,17.417272,87.896608,3.138228,3.271271,0.328363,2.998885,5.951325,1.048805,2.455747,1328.067784
2,12.468228,1.635038,2.235159,17.628185,95.941718,2.51725,2.249483,0.42719,1.523951,2.227739,0.855157,2.71801,363.692498
1,14.397655,1.733084,1.906688,12.316873,79.396741,2.610359,2.623103,0.311844,1.548847,6.355038,1.097205,2.573299,1207.040844
3,13.381861,3.342772,2.253014,20.108903,94.530734,2.054113,0.810895,0.641321,0.794892,6.176387,1.049941,2.788405,508.645867
